isolated prestige,isolated citations,relational prestige,relational citations,review score
"[False, True, True, True]","[363, 0, 30, 1837]","[True, True, True]","[162, 1799, 18]",0.4814814814814814
"[False, True, False]","[1816, 6265, 0]",[],[],0.3703703703703704
"[False, False]","[3396, 673]","[True, True, False, False, False, True, True]","[10126, 3, 0, 4, 6012, 365, 196]",0.5555555555555555
"[False, True, False]","[297, 11, 5555]","[False, False]","[77767, 52]",0.4444444444444444
"[True, False]","[49, 12087]","[True, True, False, True, False, True, True, False, False, True, False, True, True, True, True, True, True]","[18, 1174, 3634, 1313, 14638, 6981, 128, 1, 13, 11, 136, 21690, 24, 2474, 12, 0, 244]",0.6296296296296297
"[True, True, True, True]","[6, 0, 0, 17001]","[False, True, False, False, False, True, False, True]","[3155, 337, 6230, 39, 6880, 8718, 1772, 224]",0.40740740740740744
"[True, True, True]","[796, 948, 9]",[],[],0.3703703703703703
"[True, True, True]","[2, 599, 431]",[],[],0.5925925925925927
"[False, True, False, True, True, True]","[2668, 12950, 15997, 56598, 3133, 56930]","[True, True, False, True, True, True, True, True, True, True, True]","[25431, 1123, 0, 20, 3020, 88, 114, 163, 2590, 7308, 10]",0.6111111111111112
"[True, False]","[0, 2275]",[],[],0.48148148148148145
"[False, True]","[4, 1172]",[],[],0.5555555555555556
"[True, True, True, True, True]","[7, 277, 36, 566, 1509]","[True, True, True, True, True, True, True, True, True, True]","[160, 728, 592, 36525, 1502, 188, 84, 0, 188, 209]",0.48148148148148145
"[True, True]","[3, 0]",[],[],0.48148148148148145
"[True, True, True]","[716, 116, 57]",[],[],0.2222222222222222
"[False, False, True, True, False]","[12714, 22, 267, 10, 35233]","[True, False, True, False, True, False, False, False, False, False, True]","[1315, 752, 932, 812, 10456, 5070, 7, 6744, 4455, 4409, 246]",0.5555555555555556
"[True, True, False, True]","[213, 244, 32, 48334]","[False, True, True, True, True, False, True, False, False, False, True, True, False, True, True, True, False, False]","[4046, 96, 325, 1310, 547, 20176, 19, 178, 0, 2014, 34, 815, 0, 33, 8783, 133, 0, 136]",0.5555555555555556
"[False, False, False]","[267, 698, 476]",[True],[513],0.6296296296296297
"[False, False]","[20, 1967]","[False, False, False, False, False, False, False, True, False, True, False, False, False, False, False, False]","[37, 4, 0, 915, 10, 14638, 5138, 51, 147, 148, 47, 1967, 65, 0, 10, 568]",0.38888888888888884
"[True, True]","[35, 382]","[False, False, True, True]","[0, 156, 3, 6]",0.5555555555555555
"[False, True, False, False, True]","[0, 3, 0, 95, 1649]","[False, True, True, False, True, True, True, False]","[0, 6610, 417, 27, 1, 14284, 5, 0]",0.16666666666666666
"[True, False]","[513, 698]","[False, False]","[476, 267]",0.6296296296296297
"[False, False, False, False, False, False, True]","[10, 58, 65, 613, 568, 77767, 1078]","[False, False, False, False, False, False, True, True, False, False, False, True, True, True, False, True, True, False, False, False, True, False, False, False, True, True, False, False, True, True, False, True, True, False, False, True, False, True, True, False, True, False, False, False, False, True, False, True, False, True, False, False, False, False, False, False, True, False, False, True, False, True, False, True, True, True, True, False, False, False, True, False, False, False, False, False, False, False, True, True, False, False, True, False, True, False, False, False, False, True, True, False, False, True, False, False, False, True, True, False, False, False, False, False, True, True, True, False, True, True, False, False, False, False, False, False, True, False, False, True, True]","[160, 20, 1708, 347, 188, 7030, 56, 2, 0, 13163, 5823, 3, 804, 1848, 15, 31, 1064, 68, 10, 23, 0, 0, 333, 5138, 148, 8, 89, 34, 54, 24, 23, 270, 1166, 29, 243, 11, 74, 65, 2957, 24, 2, 2294, 1129, 7, 0, 105, 12, 6719, 4892, 90250, 0, 14638, 87, 0, 110, 1967, 1179, 0, 74, 4, 29, 124, 1, 116, 139, 1, 514, 8134, 59, 0, 3413, 709, 6554, 454, 283, 634, 37, 327, 54, 1264, 761, 450, 289, 483, 3680, 65, 0, 114, 297, 50, 0, 10, 30, 47, 265, 32, 463, 61, 580, 1198, 25, 23, 11661, 3241, 37, 4, 206, 0, 16, 116, 2294, 15648, 5138, 19, 15, 509, 5, 222, 266, 3197, 679]",0.5925925925925927
"[False, True, True]","[0, 31, 6828]","[True, True, False, True, True, False, True, True]","[54, 206, 77767, 90250, 11, 454, 679, 270]",0.40740740740740744
"[False, False, False]","[0, 2, 72]",[],[],0.4074074074074074
"[True, True, True, True, True, True, True]","[51, 920, 11, 20, 105, 8201, 3413]","[False, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, False, True, True, True, True, True, True, True, False, True, True, True, False, True, True, True, True, True, True, False, True, True, True, True, True, True, False, True, False, False, True, True, True, True, True, True, True]","[45306, 90, 971, 171, 46, 516, 5182, 5532, 248, 350, 17328, 335, 204, 8, 840, 25, 0, 5511, 20, 20, 48, 40, 14, 32, 142, 920, 47, 10048, 2, 51, 29, 42, 13502, 284, 9, 32, 0, 0, 328, 23, 815, 46, 2, 14558, 3033, 988, 518, 19312, 707, 5047, 1539, 41, 7308, 44, 205, 1672, 5373, 30, 77767, 6953, 180, 128, 66, 32, 2768, 47, 17, 39932, 6, 25, 2756, 8, 644, 23, 84, 2, 284, 37, 8, 49, 1904, 29, 24, 116, 99, 16, 11274, 0, 99, 12631, 1358, 53, 30, 0, 116, 50207, 29, 4]",0.8333333333333333
"[False, False, False]","[16, 8747, 471]","[False, False]","[5162, 6179]",0.4444444444444444
"[True, True, True]","[0, 1146, 1145]","[True, True, True, True, True]","[2264, 0, 189, 170, 10]",0.5555555555555556
[False],[0],[],[],0.40740740740740744
"[True, True, True]","[23, 32, 427]",[],[],0.5
[True],[840],"[True, True, True, True, True, False, True, True]","[164, 90, 50207, 180, 24, 128, 8201, 29]",0.5925925925925926
[False],[0],[],[],0.25925925925925924
"[True, True, True, True]","[143, 2, 14, 706]",[],[],0.5925925925925926
"[True, True, True, True, True]","[29, 11274, 39932, 17328, 3413]","[False, True, True, False, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, False, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, False, True, True, True, True, False, False, True, True, True, True, True]","[382, 1036, 51, 1457, 46, 516, 5182, 204, 335, 661, 8, 0, 5511, 20, 5707, 31, 40, 920, 10048, 2, 0, 51, 17328, 13502, 42, 284, 514, 0, 0, 23, 815, 105, 2, 14558, 1368, 518, 19312, 8201, 7308, 1672, 205, 5373, 30, 11, 77767, 6953, 66, 14, 47, 655, 17, 6, 15179, 25, 2756, 8, 3547, 25, 644, 23, 84, 1, 284, 12, 15, 37, 8, 49, 1904, 29, 99, 16, 0, 8, 67856, 920, 99, 1, 12631, 5879, 53, 116, 20, 4]",0.6666666666666666
"[True, True, True]","[326, 225, 716]","[True, True, True, True, True]","[8, 0, 5067, 0, 1797]",0.4444444444444444
"[False, False]","[50, 3317]","[False, True]","[5844, 1]",0.6666666666666666
"[True, True, False]","[2, 43, 16801]","[True, True, True, True]","[2521, 70, 18208, 1638]",0.48148148148148145
"[False, True]","[0, 67]",[],[],0.5
"[True, True, True, True, True]","[16, 5, 2, 1204, 3997]",[],[],0.7777777777777778
"[False, False, False, True, False]","[0, 2418, 576, 2, 2088]",[],[],0.4444444444444444
"[False, True]","[18354, 1135]",[],[],0.5925925925925927
"[False, False, False, True]","[27, 0, 95, 1649]","[False, False, True, False, True, True, True, True, True]","[0, 0, 3, 0, 6610, 417, 1, 14284, 5]",0.3703703703703704
"[False, False, False, False]","[73, 202, 2790, 109]",[],[],0.2777777777777778
"[True, False, False, True]","[41, 0, 1134, 537]",[],[],0.22222222222222224
"[True, True, True, True, True, True, True]","[41, 5, 0, 42, 307, 65, 11855]","[True, True]","[8, 1075]",0.5925925925925927
"[False, True, True, True, True]","[0, 993, 3106, 83, 1303]","[True, True]","[2, 6]",0.40740740740740744
"[False, False, False]","[370, 51, 3563]",[],[],0.6296296296296297
"[True, True, True, False]","[15, 1, 16844, 1307]","[False, True, True, True, True, False, True, True, False, True]","[0, 815, 0, 0, 52, 14638, 284, 19, 24, 244]",0.5555555555555555
"[True, True, True]","[122, 838, 23045]",[],[],0.4444444444444444
"[True, True, True, True, False]","[14, 97, 203, 707, 7515]","[True, True, False, True, True, False, True, False, True, True, False, True, True, True, True]","[455, 22, 517, 46, 9896, 0, 592, 0, 3033, 153, 48, 84, 83, 209, 5277]",0.6666666666666666
"[False, False, False]","[13, 2649, 2280]",[],[],0.25925925925925924
"[True, True, True, True, True, True]","[148, 33, 180, 404, 10841, 1912]","[True, True, True, True, True, True, False, False, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True]","[2264, 90, 8201, 1502, 2088, 1146, 1146, 128, 63, 209, 1055, 61, 25431, 840, 979, 1698, 219, 1, 257, 112, 156, 75, 1617, 50207]",0.6296296296296297
"[True, True, False]","[0, 217, 209]",[],[],0.6296296296296297
"[False, False]","[0, 72]",[False],[2],0.40740740740740744
"[False, False, False, False, False]","[89, 1, 243, 613, 7030]","[True, True, False, False, False, False, True, False, True, True, False, False, False, False, False, False, False, False]","[1848, 4, 10, 0, 568, 2294, 1078, 77767, 116, 0, 23, 60, 14638, 65, 3241, 58, 24, 10]",0.6111111111111112
"[True, True, True, True, True]","[12, 36, 53, 33, 3680]","[True, True, True, False, True, False, False, True, False, False, False, False, True, False, True, True, True, False, False, False]","[37, 91, 13, 0, 3, 4208, 77767, 12, 14638, 2588, 87, 463, 8, 509, 2, 0, 3197, 3, 3241, 139]",0.5555555555555556
[True],[708],[],[],0.6666666666666666
"[True, True]","[3, 1165]",[],[],0.4444444444444444
"[True, True, False, False]","[538, 71, 12024, 1668]",[],[],0.48148148148148145
"[True, True]","[0, 11178]",[],[],0.40740740740740744
"[True, True, True, True]","[2, 67, 71, 5919]","[True, True, False, False, False]","[621, 390, 3018, 0, 2164]",0.5555555555555556
"[False, True, True]","[517, 203, 455]","[False, True, True, True, True, True, False, True, False, True, True, True, True, True, True, True, True, False, True, False, True, False, True, True, True, True]","[7515, 46, 149, 592, 4132, 26, 48, 84, 14638, 209, 707, 97, 14, 6, 60, 580, 22, 0, 3033, 1117, 1502, 0, 188, 1058, 2, 19]",0.4074074074074074
"[True, True, True]","[1, 393, 3991]",[],[],0.3703703703703704
"[False, True, True, False, True, True]","[3241, 424, 158, 2633, 11048, 1848]","[True, True, True, True, False, True, True, False, False, False, True, True, True, False, True, True, True, True, False, True, False, True, True, True, False, True, True, True, True, True, True, True, True, True, False, True, True, False, False, True, True, True, True, True, True, True, True, True, True, False, True]","[2960, 16, 1737, 10821, 77767, 1304, 203, 1305, 463, 7030, 14, 511, 8832, 8621, 8, 4996, 278, 92, 2284, 6393, 9332, 21, 443, 37, 7668, 4, 1548, 3879, 35, 1206, 17219, 52, 95, 503, 14638, 744, 5701, 87, 10, 3680, 3036, 66, 923, 921, 3197, 485, 10, 57, 113, 979, 518]",0.6111111111111112
"[True, True, True, True]","[868, 0, 43, 13326]","[True, True, True, True, True, True]","[2256, 106, 12, 6, 288, 420]",0.38888888888888884
"[False, True, False]","[11661, 54, 77767]","[False, False, True, True, False, True, False, False, False, False, False, True, False, True, True, False, False, False, False, True, False, False, True, False, True, True, False, True, False, False, False, False, True, False, False, False, False, False, True, True, False, False, False, False, False, False, True, True, False, False, True, True, False, True, False, True, True, False, False, True, True, True, False, False, False, False, False, False, True, False, False, True, False, True, True, True, False, True, True, False, True, False, False, False, False, False, False, False, False, False, False, True, False, False, True, False, False, True, False, True, True, True]","[160, 1708, 139, 1, 347, 514, 8134, 188, 59, 58, 7030, 3413, 709, 1078, 2, 6554, 13163, 454, 568, 3, 283, 634, 1848, 327, 54, 1264, 15, 31, 761, 450, 68, 23, 0, 0, 333, 5138, 10, 483, 8, 3680, 34, 0, 114, 613, 297, 23, 270, 0, 10, 30, 1166, 11, 74, 47, 265, 65, 2957, 32, 463, 2, 61, 580, 1198, 25, 1129, 7, 0, 23, 105, 65, 3241, 37, 12, 4, 206, 6719, 0, 16, 116, 4892, 90250, 2294, 15648, 5138, 14638, 19, 87, 0, 15, 509, 110, 1179, 0, 74, 4, 222, 29, 124, 266, 3197, 116, 679]",0.6296296296296297
"[False, False, False]","[6179, 471, 5162]","[False, False]","[8747, 16]",0.4444444444444444
"[False, False, True]","[2, 2925, 38]",[],[],0.5925925925925926
"[True, True, False, True]","[99, 6669, 237, 21514]",[],[],0.4444444444444444
"[True, False]","[4, 262]",[],[],0.40740740740740744
[False],[0],[],[],0.3703703703703704
"[True, True, True]","[49, 20, 6953]","[True, True, False, True, True, True, True, False, True, False, True, False, True, True, True, False, True, True, False, True, True, True, False]","[135, 508, 3672, 49, 18844, 8, 478, 2964, 487, 109, 0, 0, 1000, 2720, 3413, 483, 161, 1853, 781, 92, 2726, 801, 12173]",0.6296296296296297
"[True, True, True]","[3, 112, 106]",[],[],0.3333333333333333
"[True, True, True]","[297, 3828, 469]","[True, True, False, True, True, True, False, True]","[189, 0, 435, 189, 0, 654, 1679, 9017]",0.6296296296296297
"[False, False, False, False]","[5, 22917, 43, 3883]",[],[],0.6111111111111112
[False],[1036],"[False, False, True]","[1041, 988, 688]",0.6666666666666666
"[True, False, True, True]","[1179, 2163, 27, 1546]","[True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, False]","[18, 1546, 0, 2, 16, 226, 0, 5483, 73, 4996, 18572, 189, 1486, 244, 1032, 1773, 0]",0.6666666666666666
[False],[0],[],[],0.25925925925925924
"[True, False, True, True]","[257, 0, 2248, 923]","[True, True, True, True, True, True, True, False, True]","[511, 8832, 11048, 35, 4996, 92, 57, 979, 5701]",0.6666666666666666
"[False, False, False, False]","[204, 6, 627, 1848]","[False, False, True, False, False]","[28, 4, 10, 0, 3]",0.4074074074074074
"[False, False, False]","[0, 0, 452]",[True],[1281],0.40740740740740744
"[True, True, False]","[36, 301, 6710]","[True, True, True, False, True, True, True, True, False, True, True, False, True, True, True, True, False, False, True, True]","[430, 0, 0, 0, 0, 0, 101, 36, 10, 0, 0, 0, 4021, 0, 8, 164, 40, 0, 7, 16]",0.5925925925925926
"[False, False, True, False, False]","[383, 0, 551, 2789, 2513]",[],[],0.4814814814814814
"[True, True]","[796, 948]",[True],[9],0.2222222222222222
"[True, True, True, False, True]","[0, 0, 0, 19, 6729]",[False],[0],0.5555555555555556
"[True, False, True]","[0, 18, 809]",[],[],0.3333333333333333
"[False, True, False, False, False, False]","[2, 146, 2884, 3811, 897, 986]","[False, False, False, False]","[64, 2483, 1, 1242]",0.4444444444444444
"[True, True, True, True, False]","[16, 0, 36, 8, 6710]","[True, True, False, True, True, True, True, True, False, True, False, True, True, True, False, True, False, True]","[0, 430, 0, 0, 4021, 0, 301, 164, 0, 0, 40, 0, 101, 0, 10, 7, 0, 36]",0.3333333333333333
"[True, True, True]","[0, 321, 522]","[False, True, True]","[23596, 2256, 335]",0.5185185185185186
"[False, True, True, False]","[139, 91, 12, 3]","[True, True, True, True, True]","[3680, 491, 33, 53, 36]",0.38888888888888884
"[False, False, False]","[9, 38, 27839]",[],[],0.6296296296296297
"[True, True, True, True]","[219, 6, 12, 2256]","[True, True, True, True]","[1502, 84, 6, 868]",0.6666666666666666
"[False, True]","[0, 1075]","[True, True, False, True, True, True, True, True, True, False, True]","[25, 11855, 392, 15, 4, 142, 11, 8, 12, 2670, 1]",0.4444444444444444
"[True, True, True, True, True, False]","[114, 0, 3336, 25431, 1638, 2859]","[True, True, False, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True]","[979, 90, 0, 134, 85, 142, 7623, 117, 92, 2165, 0, 92, 248, 146, 1055, 88, 10841, 0, 3133, 71]",0.7037037037037037
"[True, True, False, True, False, True, True]","[1369, 1, 3354, 226, 2152, 1697, 12226]","[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, False, False, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, False, True, False, False, True, True, True, True, True, True]","[32, 46, 97, 474, 103, 888, 1156, 12226, 5511, 188, 372, 6, 5511, 971, 28, 2277, 860, 127, 14, 1026, 1706, 96, 7566, 3372, 306, 2927, 1491, 810, 8519, 3988, 90, 804, 84, 3257, 14891, 9920, 0, 18, 121, 31, 4765, 242, 9, 845, 682, 237, 180, 14062, 888, 8060, 3575, 75, 350, 113, 116, 203]",0.5185185185185185
"[True, True, True, False]","[4, 242, 67, 1655]",[],[],0.6666666666666666
"[True, True, True]","[217, 62, 2416]",[],[],0.40740740740740744
"[True, False, False]","[1, 5844, 3317]",[False],[50],0.5555555555555556
"[True, True]","[119, 740]","[True, False]","[0, 462]",0.3703703703703703
"[True, True, False, False, True]","[0, 3828, 435, 1679, 189]","[True, True, True, True, True, True]","[297, 469, 189, 0, 654, 9017]",0.5555555555555556
"[False, False, False, False]","[0, 54, 844, 1158]",[],[],0.3703703703703704
"[True, False, False, False]","[13, 215, 5435, 850]",[],[],0.3333333333333333
"[True, True, True]","[70, 684, 18208]","[True, False, True, False, True, True, True, True, True, False, True, True, True, True, True, True, False, True, True, True, False, False, True, False, True, False, False]","[4, 382, 7447, 1181, 6, 28127, 37, 14, 224, 223, 3978, 331, 6446, 0, 4898, 6, 488, 1638, 2521, 18, 16801, 246, 115, 17879, 409, 409, 0]",0.6296296296296297
"[True, True, True]","[20, 31, 978]","[True, True, True, True, True, True, True]","[959, 3569, 0, 32, 1905, 119, 44]",0.6666666666666666
"[False, False, False, False, False]","[237, 444, 2411, 1472, 989]","[False, False, False]","[0, 989, 1767]",0.3888888888888889
"[True, False, True, True, True]","[38, 9091, 12, 6, 1167]",[],[],0.5555555555555556
"[False, True, True]","[10129, 0, 0]",[],[],0.5925925925925926
"[False, True, False, True, True]","[51, 0, 254, 0, 24]",[],[],0.3333333333333333
"[True, True, True, True]","[0, 126, 6, 6]",[],[],0.5555555555555555
"[True, True, True]","[2, 118, 232]",[],[],0.4444444444444444
[True],[95],[],[],0.5925925925925926
[False],[825],[],[],0.5555555555555556
[True],[0],[],[],0.3333333333333333
"[True, True, False, False, True, False, True, False, False]","[11, 18, 13, 1, 0, 136, 1174, 12087, 14638]","[False, False, True, False, True, False, True, False, False, True, False, False, True, False, True, True, False, True, True, False, True, False, False, True, True, True, False, True, False, False, False, True, True, False, True, False, False, False, False, False, True, True, False, False, True, True, False, False, True, False, True, False, False, False, True, False, False, False, True, True, False, False, False, False, False, False, False, False, True, True, True, True]","[5138, 20, 139, 3634, 49, 545, 51, 188, 1307, 128, 709, 0, 52, 4, 15, 2, 568, 244, 4, 37, 1264, 0, 10, 1619, 148, 3680, 89, 2, 34, 65, 1117, 21690, 704, 37, 12, 613, 64, 212, 517, 77767, 65, 2957, 24, 463, 580, 60, 8, 2294, 188, 0, 2474, 8, 1967, 3241, 37, 4, 915, 4892, 1313, 6981, 147, 87, 50, 509, 1967, 74, 222, 266, 3197, 123, 1058, 4874]",0.6666666666666666
"[True, False, False, False, False, False]","[2658, 1910, 1612, 18621, 398, 2488]","[False, False, False, False, False, False, False]","[3, 166, 1734, 11719, 42939, 47773, 3948]",0.38888888888888884
"[True, True]","[1, 1]",[],[],0.4444444444444445
"[False, True, True]","[2917, 1, 13]",[],[],0.4444444444444444
"[False, True, True]","[0, 394, 9970]","[True, True, True, True]","[187, 3997, 23, 143]",0.25925925925925924
"[True, True]","[230, 35]","[False, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[1221, 22379, 4018, 16, 8267, 1452, 6513, 34, 312, 4989, 3, 325, 42996, 162, 3218, 1]",0.5925925925925927
"[True, True]","[45, 5094]",[],[],0.5
[False],[0],[],[],0.25925925925925924
"[True, True, True, True]","[455, 149, 19, 1502]","[False, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, False, True, False, True, True]","[517, 9896, 592, 4132, 11, 6, 188, 1509, 1617, 11015, 30, 18, 195, 74, 2927, 3988, 36525, 26, 84, 16, 209, 1879, 2256, 3033, 25, 0, 116, 339, 3372, 203]",0.6666666666666666
"[True, False, False]","[1619, 5138, 14638]","[False, True, True, False, True, False, False, False, True, False, False, True, False, True, True, False, True, True, False, True, False, False, True, True, False, True, False, False, False, True, False, False, False, True, False, False, False, True, True, False, False, False, True, True, False, False, True, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, True]","[20, 1174, 139, 545, 51, 188, 1307, 136, 11, 709, 0, 52, 4, 15, 2, 568, 4, 18, 37, 1264, 0, 10, 148, 3680, 89, 2, 34, 65, 1117, 704, 37, 613, 64, 0, 212, 517, 77767, 65, 2957, 24, 463, 13, 580, 60, 8, 2294, 188, 12087, 0, 8, 1967, 3241, 37, 4, 915, 4892, 147, 87, 50, 1, 509, 1967, 74, 222, 266, 3197, 123, 1058, 4874]",0.2777777777777778
"[True, True]","[414, 528]",[],[],0.5925925925925926
"[False, False]","[37, 2326]",[],[],0.4444444444444444
"[True, True]","[831, 331]","[False, True, True, True, True, True, True, True, False, True, False]","[70, 6, 18208, 32744, 37499, 188, 831, 1010, 0, 10, 10105]",0.5925925925925926
"[True, True, True, True]","[1, 95, 63, 537]","[True, True, True, True]","[99, 19, 19770, 48334]",0.3703703703703704
"[True, True]","[5, 2226]",[],[],0.6296296296296297
"[True, False, True, True]","[44, 16295, 381, 959]","[True, True, True, True, True, False, True, True, True, True]","[32, 31, 1905, 119, 2, 0, 20, 251, 1030, 0]",0.5555555555555556
"[True, False, True]","[740, 462, 0]","[True, False, True, True]","[13, 441, 853, 119]",0.7777777777777778
"[True, True, True, True]","[1672, 14, 11274, 39932]","[False, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, False, True, False, True, False, False, True, True]","[382, 205, 30, 1036, 1457, 655, 17, 17328, 661, 3413, 15179, 2756, 3547, 25, 5707, 1, 31, 12, 15, 920, 0, 29, 17328, 13502, 514, 8, 0, 67856, 1, 12631, 5879, 1368]",0.6296296296296297
"[True, False]","[513, 698]","[False, False]","[476, 267]",0.3888888888888889
"[True, True, True, True, False, False]","[39, 836, 1338, 3828, 3631, 5036]","[True, True, True, True, False, True]","[20, 149, 688, 643, 1041, 418]",0.6111111111111112
"[True, True, True]","[0, 3, 145]",[],[],0.40740740740740744
"[False, False, False]","[38, 9, 27839]",[],[],0.40740740740740744
"[False, True, True, True, True]","[793, 1294, 1198, 3, 5483]","[False, True, True, True, True, True, True, True, True]","[793, 4996, 18572, 189, 1053, 27, 638, 1773, 1198]",0.5
"[True, True, False]","[866, 68, 20]",[],[],0.38888888888888884
"[True, True, True, True, True]","[0, 0, 114, 3336, 25431]","[False, False, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[2859, 0, 85, 142, 7623, 0, 146, 1055, 88, 71, 2165, 979, 90, 134, 117, 92, 1638, 92, 248, 10841, 3133]",0.5185185185185185
"[True, True, False, True, False, True, True]","[1369, 1, 3354, 226, 2152, 1697, 12226]","[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, False, False, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, False, True, False, False, True, True, True, True, True, True]","[32, 46, 97, 474, 103, 888, 1156, 12226, 5511, 188, 372, 6, 5511, 971, 28, 2277, 860, 127, 14, 1026, 1706, 96, 7566, 3372, 306, 2927, 1491, 810, 8519, 3988, 90, 804, 84, 3257, 14891, 9920, 0, 18, 121, 31, 4765, 242, 9, 845, 682, 237, 180, 14062, 888, 8060, 3575, 75, 350, 113, 116, 203]",0.5185185185185185
"[False, False]","[25, 0]",[],[],0.48148148148148145
"[True, True, False]","[164, 36, 6710]","[True, True, True, False, True, True, True, True, False, True, True, False, True, True, True, False, True, True, False, True]","[430, 0, 0, 0, 0, 0, 101, 36, 10, 0, 0, 0, 4021, 0, 8, 40, 7, 16, 0, 301]",0.5555555555555555
"[True, True, True]","[164, 213, 8470]",[],[],0.4444444444444444
"[True, True, True, True, False]","[16, 0, 36, 8, 6710]","[True, True, False, True, True, True, True, True, False, True, False, True, True, True, False, True, False, True]","[0, 430, 0, 0, 4021, 0, 301, 164, 0, 0, 40, 0, 101, 0, 10, 7, 0, 36]",0.3333333333333333
"[True, True, True]","[0, 321, 522]","[False, True, True]","[23596, 2256, 335]",0.5185185185185186
[False],[1036],"[False, False, True]","[1041, 988, 688]",0.6666666666666666
"[True, False, True, True]","[1179, 2163, 27, 1546]","[True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, False]","[18, 1546, 0, 2, 16, 226, 0, 5483, 73, 4996, 18572, 189, 1486, 244, 1032, 1773, 0]",0.6666666666666666
[False],[0],[],[],0.25925925925925924
"[True, False, True, True]","[257, 0, 2248, 923]","[True, True, True, True, True, True, True, False, True]","[511, 8832, 11048, 35, 4996, 92, 57, 979, 5701]",0.6666666666666666
"[False, False, False, False]","[204, 6, 627, 1848]","[False, False, True, False, False]","[28, 4, 10, 0, 3]",0.4074074074074074
"[False, False, False]","[0, 0, 452]",[True],[1281],0.40740740740740744
"[True, True, False]","[36, 301, 6710]","[True, True, True, False, True, True, True, True, False, True, True, False, True, True, True, True, False, False, True, True]","[430, 0, 0, 0, 0, 0, 101, 36, 10, 0, 0, 0, 4021, 0, 8, 164, 40, 0, 7, 16]",0.5925925925925926
"[True, True, True, True, True, True, True]","[707, 971, 2756, 32, 44, 248, 8201]","[False, False, True, True, True, True, True, False, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, False, True, True, True, True, False, True, True, True, True, True]","[382, 45306, 90, 51, 171, 516, 350, 5532, 17328, 335, 661, 3413, 840, 25, 20, 5707, 48, 14, 32, 142, 920, 47, 51, 42, 9, 32, 0, 328, 105, 46, 1368, 3033, 988, 5047, 1539, 41, 11, 30, 180, 128, 2768, 39932, 8, 84, 2, 8, 1904, 24, 116, 920, 5879, 1358, 30, 0, 50207, 20, 29]",0.5185185185185185
"[True, True, False, True, False]","[1072, 1148, 23, 1002, 457]",[False],[2611],0.38888888888888884
[False],[0],[],[],0.2222222222222222
"[True, True, True]","[8, 11855, 1075]","[True, True, True, True, True, True, False, True, False, False, True, True, True, True, True, True]","[65, 25, 42, 0, 142, 41, 2670, 307, 0, 392, 15, 4, 11, 12, 1, 5]",0.7222222222222222
"[True, True, True, True, False]","[0, 0, 1153, 6900, 0]",[],[],0.38888888888888884
"[False, False]","[205, 6291]",[],[],0.6111111111111112
"[True, True]","[508, 20]","[True, False, True, True, False, True, False, True, True, False, True, True, False, True, False, True, False]","[135, 3672, 478, 8, 2964, 6953, 109, 0, 49, 0, 1000, 2720, 483, 161, 781, 92, 12173]",0.5555555555555556
"[True, True]","[190, 139]","[True, True]","[9, 0]",0.5
"[True, False]","[14, 0]",[],[],0.2222222222222222
"[True, True]","[57, 1320]",[],[],0.4444444444444444
"[False, False, True, False, True]","[1, 416, 255, 0, 2023]","[True, False, True]","[2, 1, 259]",0.4444444444444444
[True],[398],"[True, True]","[1660, 2307]",0.16666666666666666
