isolated prestige,isolated citations,relational prestige,relational citations,review score
"[False, True, False, True]","[1504, 1304, 3983, 8657]",[],[],0.4074074074074074
"[True, False]","[19, 156]",[],[],0.6296296296296297
"[True, True]","[68, 783]",[],[],0.5555555555555555
"[True, False, True]","[9, 668, 577]","[True, False, True, True, False, True, True, True, False, True]","[8007, 2297, 11, 597, 0, 0, 9, 195, 8720, 523]",0.5925925925925926
"[True, True]","[0, 2378]",[],[],0.14814814814814817
"[False, True, True]","[338, 237, 441]","[True, True, False]","[11, 864, 9]",0.40740740740740744
"[True, True, True, True, True]","[2, 7, 2, 429, 1020]",[],[],0.4074074074074074
"[True, True, True, True]","[511, 35, 923, 11048]","[True, True, True, True, True, True, True, True, True, True, False, True, False, True, True, True, True, False, False, True, True, True, True, False, True, True, True, True, True, True, False, True, True, True, True, True, False, True]","[2960, 16, 1737, 10821, 158, 1304, 203, 257, 14, 8832, 8621, 8, 2633, 4996, 278, 92, 2248, 2284, 3241, 6393, 21, 443, 1848, 7668, 1548, 17219, 52, 424, 95, 503, 0, 66, 921, 10, 57, 113, 979, 5701]",0.4814814814814814
"[True, True, True, True, True]","[107, 59, 45, 10374, 4350]","[True, True, True, False]","[88, 10374, 4247, 0]",0.4444444444444445
"[False, True, True]","[60, 2, 578]","[True, True, True, True, True, True]","[30, 6927, 522, 305, 0, 1289]",0.4814814814814814
"[False, False, False]","[20, 19, 20305]",[False],[42939],0.4074074074074074
"[True, True, True]","[79, 3, 423]","[False, True, False, False]","[92, 468, 60, 0]",0.5555555555555555
"[False, False, False, False, False]","[1127, 480, 180, 2164, 10037]","[False, True, False, False, True, True, False, False]","[264, 621, 368, 3018, 67, 5919, 3618, 0]",0.8518518518518517
"[True, True, True]","[193, 2559, 5552]","[True, True, True, True, True]","[0, 4, 23, 2490, 14097]",0.5185185185185185
"[True, True, True, True, True, True, True]","[81, 109, 12, 60, 134, 226, 930]",[],[],0.3703703703703704
"[False, True]","[18131, 1168]",[],[],0.4444444444444445
"[True, True, True, True]","[45, 6, 24, 983]",[],[],0.5185185185185185
"[True, False, True, True, True, False, True]","[326, 260, 138, 0, 677, 15, 0]","[True, False, True, True, True, True, False, True, True, False, True, True]","[8, 1395, 4996, 1217, 137, 21, 404, 182, 147, 55, 1141, 10]",0.48148148148148157
"[True, True, True]","[887, 121, 11636]","[True, True, False, True, False, False, True, True, False, True, False, False, False, True, True]","[45, 0, 0, 2721, 2671, 0, 79, 1873, 94, 130, 723, 166, 8183, 132, 126]",0.6666666666666666
"[False, False, True, True, True]","[13789, 4947, 167, 517, 80]","[True, True]","[7, 147]",0.48148148148148145
"[True, True, True, False]","[88, 34, 1793, 34698]","[True, True, True, True, True, True, True, True, True, True, True, True]","[4, 6719, 287, 208, 6360, 226, 27, 248, 1, 1, 1863, 68]",0.6296296296296297
"[False, False]","[99, 1699]",[],[],0.5185185185185186
"[True, True]","[649, 65]","[True, False, True, True, False, True]","[24219, 372, 2549, 3218, 2588, 579]",0.2962962962962963
[False],[1993],[],[],0.5555555555555556
"[True, True, False]","[5, 1361, 2194]","[True, True, True]","[378, 21690, 6448]",0.3703703703703703
"[True, True, True, True, True, True, False, True]","[244, 12, 49, 128, 1313, 21690, 12087, 6981]","[True, False, True, False, True, False, True, True, True, True, True, False, True, True, True, True, True, False, False, True, True, True, True]","[1174, 3634, 9341, 13, 11, 136, 2474, 313, 10073, 2165, 18, 1147, 455, 142, 1574, 11, 6981, 14638, 1, 56, 2, 24, 0]",0.5555555555555555
"[True, True, True, True]","[1, 4, 5277, 1888]",[],[],0.3703703703703704
"[False, False, True]","[338, 372, 75]","[True, True, True, True, True, False, True, False, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True]","[1050, 1863, 18295, 1531, 655, 6, 649, 860, 2277, 1072, 1026, 10919, 0, 63, 60, 306, 1697, 1912, 810, 804, 3257, 14891, 603, 9920, 121, 475, 31, 4765, 4169, 112, 682, 888, 156, 0, 22816, 3218, 203]",0.5555555555555555
"[True, True, True]","[42, 6, 3413]","[True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, True, True, True, False, True, True, True, True, False, True, True, False, True, True, True, True]","[51, 46, 516, 5182, 17328, 204, 335, 8, 0, 5511, 20, 40, 920, 10048, 2, 51, 29, 13502, 284, 0, 0, 23, 815, 105, 2, 14558, 518, 19312, 8201, 7308, 205, 1672, 5373, 11, 30, 77767, 6953, 66, 47, 17, 39932, 25, 8, 644, 23, 84, 284, 37, 8, 49, 1904, 29, 99, 16, 11274, 0, 920, 99, 12631, 53, 116, 20, 4]",0.5925925925925924
"[True, False, False, False]","[984, 105, 145, 1767]",[],[],0.4074074074074074
"[True, False, True, True, False]","[679, 454, 3, 105, 77767]","[False, False, True, True, False, True, False, False, False, False, False, True, False, True, True, False, False, False, False, False, True, False, True, True, False, True, False, False, False, False, True, False, False, False, False, False, True, True, False, True, False, False, False, False, True, False, True, False, False, True, True, False, True, False, True, True, False, False, True, True, True, False, False, False, False, False, False, False, False, False, True, False, True, True, True, False, True, True, False, True, False, False, False, False, False, False, False, False, False, False, True, False, True, False, False, False, True, False, True, True]","[160, 1708, 139, 1, 347, 514, 8134, 188, 59, 58, 7030, 3413, 709, 1078, 2, 6554, 13163, 568, 283, 634, 1848, 327, 54, 1264, 15, 31, 450, 761, 68, 23, 0, 0, 333, 5138, 10, 483, 8, 3680, 34, 54, 0, 114, 613, 297, 270, 23, 0, 10, 30, 1166, 11, 74, 47, 265, 65, 2957, 32, 463, 2, 61, 580, 1198, 25, 1129, 7, 0, 23, 65, 11661, 3241, 37, 12, 4, 206, 6719, 0, 16, 116, 4892, 90250, 2294, 15648, 5138, 14638, 19, 87, 0, 15, 509, 110, 1179, 0, 4, 74, 222, 29, 124, 266, 3197, 116]",0.3703703703703703
"[True, True, False, True]","[0, 132, 2671, 11636]","[False, True, True, True, False, False, False, False, True, False, True, True, True, True]","[94, 130, 887, 45, 723, 166, 8183, 0, 2721, 0, 126, 79, 121, 1873]",0.4444444444444445
"[True, True, True]","[1217, 659, 304]","[True, True, False, True, False, True, True, True, True, True, False, False, True, True, True, True, True, False, False, True, False, True, True, True, True, False, True]","[29, 8, 0, 74, 289, 9896, 10456, 89, 21, 1718, 48, 1146, 147, 956, 10, 677, 40, 53, 668, 645, 152, 109247, 960, 116, 50207, 55, 1141]",0.5925925925925926
"[True, True, True, False, False]","[35, 3, 1, 1221, 22379]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[312, 4989, 325, 704, 230, 4018, 16, 24687, 8267, 6513, 42996, 162, 878, 1252]",0.4074074074074074
"[True, False, True, True, True, True]","[310, 8, 621, 23, 10456, 29166]","[True, True, True, False, True, True, False, True, True, True, True, True, True, True, False, True, True, True, True, True, True, False, True, False, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, False]","[0, 621, 16, 289, 9896, 1384, 1528, 0, 1718, 19, 12451, 22, 12, 1035, 53, 72, 81, 10456, 8, 70, 215, 12916, 31, 14437, 1035, 707, 1141, 192, 567, 9, 16, 89, 1217, 170, 10, 246, 199, 133, 12, 109247, 6744, 10, 50207, 310, 0]",0.5555555555555555
"[True, True, True]","[13, 12, 3680]","[True, False, True, True, False, False, True, False, False, False, True, False, True, True, True, True, True, False, False]","[37, 0, 33, 3, 77767, 14638, 36, 2588, 87, 463, 8, 509, 2, 0, 12, 3197, 53, 4208, 3241]",0.22222222222222224
"[False, False, False, False]","[50, 709, 4, 14638]","[False, False, True, True, False, True, False, False, False, True, False, True, True, True, False, True, True, False, True, False, False, False, True, True, True, False, True, False, False, False, True, False, False, False, True, False, True, False, False, True, True, False, False, False, True, True, False, False, False, True, False, False, False, False, False, True, False, False, False, False, False, False, False, False, True, False, False, False, True, True, True, True, True]","[5138, 20, 1174, 139, 545, 51, 188, 1307, 136, 11, 0, 52, 15, 2, 568, 4, 18, 37, 1264, 0, 10, 0, 1619, 148, 3680, 89, 2, 34, 65, 1117, 704, 37, 613, 64, 0, 212, 1166, 517, 77767, 65, 2957, 24, 463, 13, 580, 60, 1198, 8, 2294, 188, 12087, 0, 8, 1967, 3241, 37, 4, 915, 4892, 147, 87, 1, 509, 1967, 1179, 74, 222, 266, 124, 3197, 123, 1058, 4874]",0.7037037037037037
"[True, True, True]","[25, 969, 7632]","[True, True]","[50207, 2413]",0.7037037037037037
"[True, True, True]","[5, 1972, 105]",[],[],0.5925925925925927
"[True, True, True, False]","[13, 2038, 3628, 6744]","[True, False, False, True, False, True, True, True, True, True]","[19, 1, 0, 10456, 133, 10, 148, 13853, 24, 246]",0.5925925925925926
"[True, False, False]","[1281, 0, 452]",[False],[0],0.5185185185185185
"[False, True, False, True]","[94, 887, 2671, 11636]","[True, True, False, False, False, True, False, False, True, True, True, True, True, True]","[130, 45, 723, 166, 8183, 0, 0, 0, 2721, 126, 132, 79, 121, 1873]",0.48148148148148145
"[True, True]","[5, 364]",[],[],0.6666666666666666
"[False, False, False]","[192, 0, 19698]",[False],[0],0.2222222222222222
"[False, False, True, True]","[338, 9, 237, 441]","[True, True]","[11, 864]",0.48148148148148145
"[True, True, True, True, True]","[621, 22, 170, 10456, 29166]","[True, True, False, True, True, False, True, True, True, True, True, False, True, True, True, True, True, False, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, False, True, False, True, True, True, True, False]","[621, 16, 289, 9896, 1384, 1528, 1718, 19, 12451, 12, 1035, 53, 81, 10456, 8, 70, 215, 12916, 31, 14437, 1035, 707, 310, 1141, 192, 567, 9, 16, 89, 1217, 1647, 246, 10, 12, 109247, 8, 109247, 6744, 10, 23, 50207, 310, 0]",0.48148148148148145
"[True, True, True]","[122, 32, 17348]",[],[],0.6296296296296297
"[True, True, True]","[0, 18208, 6446]","[False, True, False, True, True, True, True, True, True, False, True, True, True, True, False, True, True, True, True, True, False, False, True, False, True, False]","[382, 4, 1181, 7447, 6, 28127, 37, 14, 224, 223, 3978, 331, 4898, 6, 488, 684, 70, 1638, 2521, 18, 246, 16801, 115, 17879, 409, 409]",0.48148148148148145
"[True, True, True, True, False]","[2, 7, 2, 26, 0]","[True, False, True, False, True, True, True, True]","[1, 20, 28, 0, 1653, 52, 2, 52]",0.48148148148148145
"[True, True, True, True]","[55, 0, 7623, 1213]","[True, True, True, True, True, True, False, True, True, True]","[25431, 117, 3994, 85, 248, 146, 6880, 8718, 3, 71]",0.3703703703703703
"[True, True, True, True]","[0, 36, 395, 1969]","[False, False, True, True, False, True, False, False, True]","[957, 0, 5, 8, 1531, 71, 0, 0, 243]",0.5185185185185185
"[False, False, False, True]","[3, 0, 103, 3]",[],[],0.48148148148148145
"[False, False, False, False, False]","[7548, 243, 2622, 11827, 5930]","[False, False]","[18515, 5347]",0.7037037037037036
"[False, True, True, True, True]","[701, 60, 7902, 90, 145]","[True, True, True]","[24, 153, 58]",0.6296296296296295
"[True, True, True, True, False, False]","[831, 188, 331, 1010, 0, 10105]","[True, True, True, True, False, True, False, True, True, False, True, True, False, True, True, True, True, True, True, False, True, True, False, True, True, True, True, True, True, True]","[18208, 139, 37499, 365, 545, 6, 70, 6, 32744, 8, 285, 1509, 8, 180, 20, 831, 10, 3372, 455, 137, 36525, 84, 14638, 506, 33815, 0, 564, 704, 133, 1502]",0.5185185185185185
"[False, False]","[1579, 3018]","[True, False, True, False, False, False, False, True, False, False, True, False, False, False]","[19, 0, 5919, 0, 29133, 5132, 629, 621, 934, 1006, 67, 20, 2164, 2099]",0.5185185185185185
"[True, False, False, True, False, False, False, False]","[2136, 8958, 205, 361, 163, 1123, 39600, 12211]","[True, True, True, True]","[32, 40, 3978, 6]",0.6296296296296295
"[True, False, True, True]","[4, 10, 99, 265]",[True],[133],0.40740740740740744
"[True, True, True]","[11, 214, 11728]","[False, False]","[1063, 0]",0.6666666666666666
"[True, True]","[36, 295]",[],[],0.5555555555555555
"[True, True, True, True, True, True, True, True]","[4116, 163, 6708, 10194, 9920, 5667, 3257, 4008]","[True, True, True, True, True, True, True, False, True, False, True, True, True, True, True, True, False, True, True, True, True, True, True, False, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, False, True, True, True, False, True, False, True, True, True, True, True, True, True, True, False, True, True, True, False, True, True]","[1594, 1486, 32, 71, 162, 753, 103, 844, 1531, 888, 1156, 188, 9629, 216, 11, 1072, 127, 146, 10919, 1141, 3364, 1800, 1697, 810, 219, 337, 57, 97, 335, 266, 2530, 14, 616, 130, 4765, 158, 3705, 75, 927, 203, 10106, 9896, 1050, 146, 71, 971, 667, 21, 1531, 1706, 0, 60, 593, 134, 1247, 8519, 366, 142, 894, 542, 14891, 2152, 1455, 12289, 242, 180, 606, 113]",0.48148148148148145
"[True, True, True]","[266, 894, 9920]","[True, True, True, True, True, True, True, False, True, True, True, True, True, True, False, True, True, False, True, True, True, True, False, True, True, True, True, False, True, True, True, True, True, False, True, True, True]","[1594, 10106, 9896, 1050, 146, 6708, 1531, 888, 5667, 9629, 216, 4008, 21, 10194, 667, 1072, 10919, 0, 1141, 60, 3364, 1697, 219, 366, 3257, 142, 14891, 2152, 163, 130, 4765, 12289, 242, 180, 4116, 927, 75]",0.5185185185185185
"[True, True, True]","[33, 181, 995]","[True, False]","[5707, 3505]",0.6666666666666666
"[False, True, True]","[0, 1078, 24]","[False, False, False, False, False, False, False, False]","[0, 77767, 0, 65, 568, 58, 613, 10]",0.5925925925925926
"[False, False, True, True, True, False, True]","[0, 0, 3, 36, 95, 0, 3617]",[],[],0.6296296296296297
"[True, True, True]","[6, 3, 382]","[True, False, False]","[35, 156, 0]",0.48148148148148145
"[True, True]","[70, 18208]","[True, False, True, False, True, True, True, True, True, False, True, True, True, True, True, True, False, True, True, True, True, False, False, True, False, True, False]","[4, 382, 7447, 1181, 6, 28127, 37, 14, 224, 223, 3978, 331, 6446, 0, 4898, 6, 488, 684, 1638, 2521, 18, 16801, 246, 115, 17879, 409, 409]",0.4074074074074074
"[True, True]","[47, 2349]",[],[],0.4074074074074074
"[True, True, True, True]","[251, 0, 2, 959]","[True, True, True, True, False, False, True, True, True, True]","[32, 31, 119, 1905, 16295, 0, 381, 44, 1030, 20]",0.4074074074074074
"[True, False, True, False, True, True, False]","[27, 2722, 106, 3167, 632, 23, 948]","[True, True, True, True, True, True]","[44, 179, 420, 288, 13326, 1830]",0.7777777777777778
"[True, True, True, True]","[2, 11, 9341, 21690]","[True, True, True, False, True, True, True, True, False, True, True, True, True]","[372, 56, 1574, 12087, 313, 49, 1313, 12, 3342, 6981, 128, 244, 0]",0.5555555555555556
"[True, True, True]","[30, 578, 522]","[True, False, False, True, True, True, False, True, False, True, True, True, True, True, True]","[2, 0, 1082, 5, 6927, 41, 9, 488, 60, 3061, 305, 0, 1289, 804, 1]",0.7407407407407408
"[True, True, True, True, True]","[16, 0, 57, 11, 12]","[True, False, True, True, False, False]","[1247, 3705, 3257, 753, 127, 844]",0.4814814814814814
"[True, False]","[119, 467]",[],[],0.7037037037037037
"[True, True]","[1217, 9896]","[True, True, True, False, True, False, True, False, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, False, True, True, False, False, True, True, True, True, True, False, False, True, True, True, True, True, True]","[621, 1594, 16, 7515, 74, 289, 10456, 339, 1528, 21, 1718, 304, 485, 147, 10, 9629, 40, 53, 621, 659, 645, 491, 153, 10456, 960, 1141, 55, 1141, 29, 8, 0, 16, 89, 48, 1146, 956, 9920, 141, 677, 2408, 668, 152, 6832, 1502, 109247, 116, 1974, 50207]",0.4444444444444444
"[True, True]","[649, 65]","[True, False, True, True, False, True]","[24219, 372, 2549, 3218, 2588, 579]",0.2962962962962963
"[True, True, True]","[11, 146, 8479]","[True, True, True, False, True, True, True, True]","[25431, 117, 10194, 667, 7623, 248, 14891, 9920]",0.4444444444444444
"[False, False, False, False]","[0, 4, 0, 293]",[],[],0.48148148148148145
"[True, True, False]","[0, 28, 1937]",[],[],0.5925925925925927
"[True, True]","[479, 1035]","[True, True, False, True, True, True, False, True]","[192, 10456, 1528, 81, 8, 215, 14437, 246]",0.4444444444444444
"[True, True, True, True]","[0, 2559, 5552, 14097]","[True, True, True, True, False, True, True]","[81, 4, 23, 12, 258, 2490, 193]",0.6666666666666666
"[False, True]","[3159, 69]","[True, True, True, True, True, True]","[7, 230, 906, 7, 7, 1482]",0.48148148148148145
"[True, True, False, True]","[707, 170, 0, 10456]","[True, True, False, True, True, False, True, True, True, True, True, True, False, True, True, True, True, False, True, False, True, True, True, True, False, True, True, True, True, True, False, False, True, True, True]","[621, 16, 289, 9896, 1384, 1528, 1718, 19, 12451, 22, 1035, 621, 53, 81, 8, 70, 215, 12916, 31, 14437, 1035, 29166, 310, 192, 567, 89, 1217, 10, 246, 12, 8, 6744, 10, 23, 50207]",0.48148148148148157
"[False, False, True, False, True, False]","[74, 15, 61, 0, 6719, 77767]","[False, False, True, True, False, True, False, True, False, False, False, True, False, True, False, True, True, False, False, False, False, False, True, True, False, True, False, False, True, False, True, True, False, True, False, False, False, False, True, False, True, False, True, False, False, False, False, False, True, True, False, True, True, False, False, False, False, True, True, False, False, True, True, True, True, False, True, True, True, False, False, False, True, True, False, False, False, False, False, False, True, True, False, False, False, True, False, True, True, False, True, True, False, True, False, False, False, False, False, False, False, False, False, False, True, False, False, True, False, False, True, False, True, True, True, True, True, True]","[160, 1708, 139, 1, 347, 514, 8134, 10, 188, 59, 58, 1863, 7030, 3413, 709, 1078, 2, 8183, 6554, 13163, 454, 568, 534, 3, 283, 163, 634, 23, 1848, 327, 54, 1264, 15, 31, 761, 34698, 450, 68, 352, 3253, 287, 23, 0, 0, 333, 5138, 10, 483, 8, 3680, 34, 54, 248, 114, 613, 297, 23, 270, 0, 10, 30, 1166, 272, 77, 11, 265, 47, 65, 2957, 32, 463, 16753, 2, 580, 1198, 25, 1129, 7, 0, 23, 105, 24616, 65, 11661, 3241, 37, 12, 4, 206, 0, 16, 116, 4892, 90250, 2294, 15648, 5138, 14638, 19, 5415, 87, 0, 509, 110, 1179, 0, 74, 4, 222, 29, 124, 266, 3197, 2518, 123, 116, 2393, 679]",0.5555555555555555
"[True, True, False]","[90, 14634, 18]","[True, True, True]","[30, 2, 36959]",0.6296296296296297
"[True, False, False, True]","[13, 462, 441, 853]","[False, True, True, True, True, True]","[0, 0, 3808, 5373, 740, 13]",0.5185185185185185
"[True, False, True, True, True, True, True, True]","[248, 203, 7, 0, 8575, 2549, 352, 24616]","[False, True, True, True, True, False, False, True, True, True, False, True, True, True, True, True, False, True, True, True, True, False, True, True, True, True]","[5151, 406, 85, 7, 146, 0, 8720, 3115, 71, 24219, 16753, 117, 443, 65, 6719, 7623, 2588, 579, 25431, 130, 2028, 439, 10, 2821, 15, 1252]",0.7037037037037037
"[True, True, True, False, True, True, True]","[16, 27, 189, 0, 244, 18, 1546]","[True, True, True, True, True, False, True, True, False, True, True, True, True, True]","[47, 1546, 5483, 297, 3828, 0, 4996, 18572, 2163, 1179, 1032, 1294, 119, 1773]",0.5925925925925927
"[False, False]","[96, 754]",[],[],0.3333333333333333
"[True, True, True, True]","[77, 163, 2518, 6719]","[False, False, True, True, True, False, False, False, False, True, False, True, False, False, False, True, True, True]","[34698, 77767, 272, 352, 287, 2294, 74, 5415, 15, 1863, 110, 61, 16753, 0, 8183, 24616, 248, 534]",0.5555555555555555
"[False, True, True, False, True, True]","[0, 1, 152, 2631, 3808, 4170]","[False, True, False, True, False, True, False, True, False]","[261, 853, 201, 3134, 202, 5373, 11, 13, 12]",0.6296296296296297
"[True, True, True, True]","[20, 1905, 32, 959]","[True, True, True, True, False, True, False, True, True, True, True, True, True]","[0, 3569, 31, 119, 16295, 2, 0, 251, 381, 978, 44, 1030, 0]",0.7037037037037037
"[True, False, False, True]","[14, 291, 1128, 1839]",[],[],0.4444444444444444
"[True, True, True, False, True, True]","[8, 7, 352, 90, 21640, 1259]",[],[],0.5925925925925927
"[True, False, True]","[8, 957, 1969]","[True, True, False, False, True, True, True, True]","[5, 36, 1531, 0, 0, 71, 243, 395]",0.5555555555555555
"[False, False, False, True, False]","[32, 87, 327, 16, 77767]","[False, True, False, True, False, True, False, False, False, False, False, True, False, True, True, False, False, False, False, True, False, False, True, True, True, False, True, False, False, False, False, True, False, False, False, False, False, True, True, False, True, False, False, False, False, False, True, True, False, False, True, True, False, True, False, True, True, False, True, True, True, False, False, False, False, False, False, True, False, False, False, True, False, True, True, True, False, True, False, True, False, False, False, False, False, False, False, False, False, True, False, False, True, False, False, True, False, True, True, True]","[160, 139, 1708, 1, 347, 514, 8134, 188, 59, 58, 7030, 3413, 709, 1078, 2, 6554, 13163, 454, 568, 3, 283, 634, 1848, 54, 1264, 15, 31, 761, 450, 68, 23, 0, 0, 333, 5138, 10, 483, 8, 3680, 34, 54, 0, 114, 613, 297, 23, 270, 0, 10, 30, 1166, 11, 74, 47, 265, 65, 2957, 463, 2, 61, 580, 1198, 25, 1129, 7, 0, 23, 105, 65, 11661, 3241, 37, 12, 4, 206, 6719, 0, 116, 4892, 90250, 2294, 15648, 5138, 14638, 19, 0, 15, 509, 110, 1179, 0, 74, 4, 222, 29, 124, 266, 3197, 116, 679]",0.3703703703703704
"[True, True]","[73, 1486]","[True, False, True, True, True, False, False, True, True, True, True, True, True, True, True, True, True, False, True]","[1546, 0, 47824, 8949, 23, 374, 6433, 40249, 3559, 226, 68, 31248, 1787, 38603, 11, 43649, 137, 0, 42921]",0.4814814814814814
"[False, True, True]","[492, 2, 16]",[],[],0.2962962962962963
"[True, True, True, True]","[2209, 22, 420, 347]","[True, True, True]","[34, 13, 1062]",0.6666666666666666
"[False, False, False, False]","[2, 2, 92, 5956]","[True, False, False, False, False, False, False, False, True, False, True, False, False, False, False, False, False, False, False, True, True, False, True, False, False, False]","[4, 24, 26, 3, 0, 286, 69, 1, 982, 3143, 9037, 86, 7999, 91, 92, 1749, 286, 213, 14, 54, 11684, 5047, 1665, 39358, 86, 15897]",0.6666666666666666
"[False, True, False]","[3, 102, 1741]",[],[],0.44444444444444436
"[True, True, False]","[11, 1214, 20176]","[True, False]","[3997, 222]",0.5185185185185185
"[False, True, True, False, False, False, True]","[3155, 337, 0, 6230, 1772, 6880, 8718]","[True, False, False, True, False, False, True, True, True, True, False, True, True, True, True, True]","[4165, 87, 22403, 1213, 1857, 577, 15, 0, 3994, 6, 41, 946, 1301, 17001, 3, 6204]",0.5833333333333333
"[False, True, False]","[1261, 564, 1494]",[],[],0.4444444444444445
"[True, True, True]","[329, 40, 2487]","[True, True]","[720, 120]",0.5555555555555555
"[False, True]","[0, 25431]","[False, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[2859, 0, 85, 142, 7623, 146, 1055, 88, 114, 0, 3336, 71, 2165, 0, 979, 90, 134, 117, 92, 1638, 92, 248, 10841, 3133]",0.2962962962962963
"[True, True, True, False]","[106, 357, 25782, 4576]",[True],[154],0.4074074074074074
"[False, False, True]","[0, 0, 245]",[],[],0.3333333333333333
"[False, True]","[18131, 1168]",[],[],0.4444444444444445
"[True, True, True, True]","[45, 6, 24, 983]",[],[],0.5185185185185185
"[True, False, True, True, True, False, True]","[326, 260, 138, 0, 677, 15, 0]","[True, False, True, True, True, True, False, True, True, False, True, True]","[8, 1395, 4996, 1217, 137, 21, 404, 182, 147, 55, 1141, 10]",0.48148148148148157
"[True, True, True]","[887, 121, 11636]","[True, True, False, True, False, False, True, True, False, True, False, False, False, True, True]","[45, 0, 0, 2721, 2671, 0, 79, 1873, 94, 130, 723, 166, 8183, 132, 126]",0.6666666666666666
"[False, False, True, True, True]","[13789, 4947, 167, 517, 80]","[True, True]","[7, 147]",0.48148148148148145
"[True, True, True, False]","[88, 34, 1793, 34698]","[True, True, True, True, True, True, True, True, True, True, True, True]","[4, 6719, 287, 208, 6360, 226, 27, 248, 1, 1, 1863, 68]",0.6296296296296297
"[False, False]","[99, 1699]",[],[],0.5185185185185186
"[False, False, True]","[338, 372, 75]","[True, True, True, True, True, False, True, False, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True]","[1050, 1863, 18295, 1531, 655, 6, 649, 860, 2277, 1072, 1026, 10919, 0, 63, 60, 306, 1697, 1912, 810, 804, 3257, 14891, 603, 9920, 121, 475, 31, 4765, 4169, 112, 682, 888, 156, 0, 22816, 3218, 203]",0.5555555555555555
"[True, True, False, True]","[0, 132, 2671, 11636]","[False, True, True, True, False, False, False, False, True, False, True, True, True, True]","[94, 130, 887, 45, 723, 166, 8183, 0, 2721, 0, 126, 79, 121, 1873]",0.4444444444444445
"[True, True, True]","[42, 6, 3413]","[True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, True, True, True, False, True, True, True, True, False, True, True, False, True, True, True, True]","[51, 46, 516, 5182, 17328, 204, 335, 8, 0, 5511, 20, 40, 920, 10048, 2, 51, 29, 13502, 284, 0, 0, 23, 815, 105, 2, 14558, 518, 19312, 8201, 7308, 205, 1672, 5373, 11, 30, 77767, 6953, 66, 47, 17, 39932, 25, 8, 644, 23, 84, 284, 37, 8, 49, 1904, 29, 99, 16, 11274, 0, 920, 99, 12631, 53, 116, 20, 4]",0.5925925925925924
"[True, True]","[68, 783]",[],[],0.5555555555555555
"[True, False]","[19, 156]",[],[],0.6296296296296297
"[True, True]","[0, 2378]",[],[],0.14814814814814817
"[True, False, False, False]","[984, 105, 145, 1767]",[],[],0.4074074074074074
"[False, True, True]","[338, 237, 441]","[True, True, False]","[11, 864, 9]",0.40740740740740744
"[True, True, True, True, True]","[2, 7, 2, 429, 1020]",[],[],0.4074074074074074
"[True, True, True, True]","[511, 35, 923, 11048]","[True, True, True, True, True, True, True, True, True, True, False, True, False, True, True, True, True, False, False, True, True, True, True, False, True, True, True, True, True, True, False, True, True, True, True, True, False, True]","[2960, 16, 1737, 10821, 158, 1304, 203, 257, 14, 8832, 8621, 8, 2633, 4996, 278, 92, 2248, 2284, 3241, 6393, 21, 443, 1848, 7668, 1548, 17219, 52, 424, 95, 503, 0, 66, 921, 10, 57, 113, 979, 5701]",0.4814814814814814
"[True, True, True, True, True]","[107, 59, 45, 10374, 4350]","[True, True, True, False]","[88, 10374, 4247, 0]",0.4444444444444445
"[False, True, True]","[60, 2, 578]","[True, True, True, True, True, True]","[30, 6927, 522, 305, 0, 1289]",0.4814814814814814
"[False, False, False]","[20, 19, 20305]",[False],[42939],0.4074074074074074
"[True, True, False]","[5, 1361, 2194]","[True, True, True]","[378, 21690, 6448]",0.3703703703703703
"[True, True, True, True, True, True, False, True]","[244, 12, 49, 128, 1313, 21690, 12087, 6981]","[True, False, True, False, True, False, True, True, True, True, True, False, True, True, True, True, True, False, False, True, True, True, True]","[1174, 3634, 9341, 13, 11, 136, 2474, 313, 10073, 2165, 18, 1147, 455, 142, 1574, 11, 6981, 14638, 1, 56, 2, 24, 0]",0.5555555555555555
"[False, False, True, True]","[2416, 59, 48, 9606]",[],[],0.4074074074074074
"[True, True]","[543, 867]",[],[],0.14814814814814814
